"Povpreène meseène bruto plaèe (EUR) po statistiènih regijah prebivališèa, starostnih skupinah in spolu, Slovenija, letno"

"LETO";"STATISTIÈNA REGIJA";"STAROST";"SPOL";Povpreène meseène bruto plaèe (EUR)
"2014";"Primorsko-notranjska";"55-64 let";"Ženske";1702
"2014";"Primorsko-notranjska";"65 let ali veè";"Moški";3388
"2014";"Primorsko-notranjska";"65 let ali veè";"Ženske";z
"2014";"Goriška";"15-24 let";"Moški";1045
"2014";"Goriška";"15-24 let";"Ženske";928
"2014";"Goriška";"25-34 let";"Moški";1354
"2014";"Goriška";"25-34 let";"Ženske";1249
"2014";"Goriška";"35-44 let";"Moški";1650
"2014";"Goriška";"35-44 let";"Ženske";1492
"2014";"Goriška";"45-54 let";"Moški";1697
"2014";"Goriška";"45-54 let";"Ženske";1534
"2014";"Goriška";"55-64 let";"Moški";1917
"2014";"Goriška";"55-64 let";"Ženske";1809
"2014";"Goriška";"65 let ali veè";"Moški";3321
"2014";"Goriška";"65 let ali veè";"Ženske";z
"2014";"Obalno-kraška";"15-24 let";"Moški";1084
"2014";"Obalno-kraška";"15-24 let";"Ženske";992
"2014";"Obalno-kraška";"25-34 let";"Moški";1382
"2014";"Obalno-kraška";"25-34 let";"Ženske";1291
"2014";"Obalno-kraška";"35-44 let";"Moški";1773
"2014";"Obalno-kraška";"35-44 let";"Ženske";1603
"2014";"Obalno-kraška";"45-54 let";"Moški";1854
"2014";"Obalno-kraška";"45-54 let";"Ženske";1649
"2014";"Obalno-kraška";"55-64 let";"Moški";1953
"2014";"Obalno-kraška";"55-64 let";"Ženske";1827
"2014";"Obalno-kraška";"65 let ali veè";"Moški";3448
"2014";"Obalno-kraška";"65 let ali veè";"Ženske";4068
"2015";"Pomurska";"15-24 let";"Moški";z
"2015";"Pomurska";"15-24 let";"Ženske";z
"2015";"Pomurska";"25-34 let";"Moški";1293
"2015";"Pomurska";"25-34 let";"Ženske";1215
"2015";"Pomurska";"35-44 let";"Moški";1520
"2015";"Pomurska";"35-44 let";"Ženske";1400
"2015";"Pomurska";"45-54 let";"Moški";1561
"2015";"Pomurska";"45-54 let";"Ženske";1478
"2015";"Pomurska";"55-64 let";"Moški";1655
"2015";"Pomurska";"55-64 let";"Ženske";1702
"2015";"Pomurska";"65 let ali veè";"Moški";z
"2015";"Pomurska";"65 let ali veè";"Ženske";z
"2015";"Podravska";"15-24 let";"Moški";1072
"2015";"Podravska";"15-24 let";"Ženske";965
"2015";"Podravska";"25-34 let";"Moški";1348
"2015";"Podravska";"25-34 let";"Ženske";1246
"2015";"Podravska";"35-44 let";"Moški";1634
"2015";"Podravska";"35-44 let";"Ženske";1484
"2015";"Podravska";"45-54 let";"Moški";1695
"2015";"Podravska";"45-54 let";"Ženske";1539
"2015";"Podravska";"55-64 let";"Moški";1799
"2015";"Podravska";"55-64 let";"Ženske";1762
"2015";"Podravska";"65 let ali veè";"Moški";3733
"2015";"Podravska";"65 let ali veè";"Ženske";3381
"2015";"Koroška";"15-24 let";"Moški";z
"2015";"Koroška";"15-24 let";"Ženske";z
"2015";"Koroška";"25-34 let";"Moški";1397
"2015";"Koroška";"25-34 let";"Ženske";1232
"2015";"Koroška";"35-44 let";"Moški";1622
"2015";"Koroška";"35-44 let";"Ženske";1455
"2015";"Koroška";"45-54 let";"Moški";1702
"2015";"Koroška";"45-54 let";"Ženske";1553
"2015";"Koroška";"55-64 let";"Moški";1857
"2015";"Koroška";"55-64 let";"Ženske";1823
"2015";"Koroška";"65 let ali veè";"Moški";z
"2015";"Koroška";"65 let ali veè";"Ženske";z
"2015";"Savinjska";"15-24 let";"Moški";1130
"2015";"Savinjska";"15-24 let";"Ženske";952
"2015";"Savinjska";"25-34 let";"Moški";1372
"2015";"Savinjska";"25-34 let";"Ženske";1276
"2015";"Savinjska";"35-44 let";"Moški";1644
"2015";"Savinjska";"35-44 let";"Ženske";1479
"2015";"Savinjska";"45-54 let";"Moški";1696
"2015";"Savinjska";"45-54 let";"Ženske";1499
"2015";"Savinjska";"55-64 let";"Moški";1848
"2015";"Savinjska";"55-64 let";"Ženske";1718
"2015";"Savinjska";"65 let ali veè";"Moški";3361
"2015";"Savinjska";"65 let ali veè";"Ženske";2997
"2015";"Zasavska";"15-24 let";"Moški";z
"2015";"Zasavska";"15-24 let";"Ženske";z
"2015";"Zasavska";"25-34 let";"Moški";1367
"2015";"Zasavska";"25-34 let";"Ženske";1289
"2015";"Zasavska";"35-44 let";"Moški";1633
"2015";"Zasavska";"35-44 let";"Ženske";1506
"2015";"Zasavska";"45-54 let";"Moški";1629
"2015";"Zasavska";"45-54 let";"Ženske";1492
"2015";"Zasavska";"55-64 let";"Moški";1731
"2015";"Zasavska";"55-64 let";"Ženske";1697
"2015";"Zasavska";"65 let ali veè";"Moški";z
"2015";"Zasavska";"65 let ali veè";"Ženske";z
"2015";"Posavska";"15-24 let";"Moški";z
"2015";"Posavska";"15-24 let";"Ženske";z
"2015";"Posavska";"25-34 let";"Moški";1446
"2015";"Posavska";"25-34 let";"Ženske";1301
"2015";"Posavska";"35-44 let";"Moški";1612
"2015";"Posavska";"35-44 let";"Ženske";1486
"2015";"Posavska";"45-54 let";"Moški";1656
"2015";"Posavska";"45-54 let";"Ženske";1508
"2015";"Posavska";"55-64 let";"Moški";1825
"2015";"Posavska";"55-64 let";"Ženske";1743
"2015";"Posavska";"65 let ali veè";"Moški";z
"2015";"Posavska";"65 let ali veè";"Ženske";z
"2015";"Jugovzhodna Slovenija";"15-24 let";"Moški";z
"2015";"Jugovzhodna Slovenija";"15-24 let";"Ženske";z
"2015";"Jugovzhodna Slovenija";"25-34 let";"Moški";1472
"2015";"Jugovzhodna Slovenija";"25-34 let";"Ženske";1393
"2015";"Jugovzhodna Slovenija";"35-44 let";"Moški";1691
"2015";"Jugovzhodna Slovenija";"35-44 let";"Ženske";1592
"2015";"Jugovzhodna Slovenija";"45-54 let";"Moški";1732
"2015";"Jugovzhodna Slovenija";"45-54 let";"Ženske";1647
"2015";"Jugovzhodna Slovenija";"55-64 let";"Moški";1865
"2015";"Jugovzhodna Slovenija";"55-64 let";"Ženske";1934
"2015";"Jugovzhodna Slovenija";"65 let ali veè";"Moški";z
"2015";"Jugovzhodna Slovenija";"65 let ali veè";"Ženske";z
"2015";"Osrednjeslovenska";"15-24 let";"Moški";1133
"2015";"Osrednjeslovenska";"15-24 let";"Ženske";1027
"2015";"Osrednjeslovenska";"25-34 let";"Moški";1511
"2015";"Osrednjeslovenska";"25-34 let";"Ženske";1433
"2015";"Osrednjeslovenska";"35-44 let";"Moški";1983
"2015";"Osrednjeslovenska";"35-44 let";"Ženske";1840
"2015";"Osrednjeslovenska";"45-54 let";"Moški";2004
"2015";"Osrednjeslovenska";"45-54 let";"Ženske";1870
"2015";"Osrednjeslovenska";"55-64 let";"Moški";2086
"2015";"Osrednjeslovenska";"55-64 let";"Ženske";2070
"2015";"Osrednjeslovenska";"65 let ali veè";"Moški";3636
"2015";"Osrednjeslovenska";"65 let ali veè";"Ženske";3443
"2015";"Gorenjska";"15-24 let";"Moški";1150
"2015";"Gorenjska";"15-24 let";"Ženske";1003
"2015";"Gorenjska";"25-34 let";"Moški";1446
"2015";"Gorenjska";"25-34 let";"Ženske";1313
"2015";"Gorenjska";"35-44 let";"Moški";1814
"2015";"Gorenjska";"35-44 let";"Ženske";1586
"2015";"Gorenjska";"45-54 let";"Moški";1853
"2015";"Gorenjska";"45-54 let";"Ženske";1597
"2015";"Gorenjska";"55-64 let";"Moški";1913
"2015";"Gorenjska";"55-64 let";"Ženske";1792
"2015";"Gorenjska";"65 let ali veè";"Moški";3360
"2015";"Gorenjska";"65 let ali veè";"Ženske";3362
"2015";"Primorsko-notranjska";"15-24 let";"Moški";z
"2015";"Primorsko-notranjska";"15-24 let";"Ženske";z
"2015";"Primorsko-notranjska";"25-34 let";"Moški";1379
"2015";"Primorsko-notranjska";"25-34 let";"Ženske";1262
"2015";"Primorsko-notranjska";"35-44 let";"Moški";1642
"2015";"Primorsko-notranjska";"35-44 let";"Ženske";1489
"2015";"Primorsko-notranjska";"45-54 let";"Moški";1635
"2015";"Primorsko-notranjska";"45-54 let";"Ženske";1516
"2015";"Primorsko-notranjska";"55-64 let";"Moški";1799
"2015";"Primorsko-notranjska";"55-64 let";"Ženske";1671
"2015";"Primorsko-notranjska";"65 let ali veè";"Moški";z
"2015";"Primorsko-notranjska";"65 let ali veè";"Ženske";z
"2015";"Goriška";"15-24 let";"Moški";z
"2015";"Goriška";"15-24 let";"Ženske";z
"2015";"Goriška";"25-34 let";"Moški";1363
"2015";"Goriška";"25-34 let";"Ženske";1241
"2015";"Goriška";"35-44 let";"Moški";1646
"2015";"Goriška";"35-44 let";"Ženske";1485
"2015";"Goriška";"45-54 let";"Moški";1707
"2015";"Goriška";"45-54 let";"Ženske";1524
"2015";"Goriška";"55-64 let";"Moški";1909
"2015";"Goriška";"55-64 let";"Ženske";1785
"2015";"Goriška";"65 let ali veè";"Moški";z
"2015";"Goriška";"65 let ali veè";"Ženske";z
"2015";"Obalno-kraška";"15-24 let";"Moški";1096
"2015";"Obalno-kraška";"15-24 let";"Ženske";1009
"2015";"Obalno-kraška";"25-34 let";"Moški";1380
"2015";"Obalno-kraška";"25-34 let";"Ženske";1285
"2015";"Obalno-kraška";"35-44 let";"Moški";1779
"2015";"Obalno-kraška";"35-44 let";"Ženske";1615
"2015";"Obalno-kraška";"45-54 let";"Moški";1867
"2015";"Obalno-kraška";"45-54 let";"Ženske";1652
"2015";"Obalno-kraška";"55-64 let";"Moški";1987
"2015";"Obalno-kraška";"55-64 let";"Ženske";1824
"2015";"Obalno-kraška";"65 let ali veè";"Moški";3333
"2015";"Obalno-kraška";"65 let ali veè";"Ženske";3870
"2016";"Pomurska";"15-24 let";"Moški";z
"2016";"Pomurska";"15-24 let";"Ženske";z
"2016";"Pomurska";"25-34 let";"Moški";1326
"2016";"Pomurska";"25-34 let";"Ženske";1225
"2016";"Pomurska";"35-44 let";"Moški";1570
"2016";"Pomurska";"35-44 let";"Ženske";1400
"2016";"Pomurska";"45-54 let";"Moški";1609
"2016";"Pomurska";"45-54 let";"Ženske";1436
"2016";"Pomurska";"55-64 let";"Moški";1709
"2016";"Pomurska";"55-64 let";"Ženske";1714
"2016";"Pomurska";"65 let ali veè";"Moški";z
"2016";"Pomurska";"65 let ali veè";"Ženske";z
"2016";"Podravska";"15-24 let";"Moški";1113
"2016";"Podravska";"15-24 let";"Ženske";966
"2016";"Podravska";"25-34 let";"Moški";1371
"2016";"Podravska";"25-34 let";"Ženske";1276
"2016";"Podravska";"35-44 let";"Moški";1666
"2016";"Podravska";"35-44 let";"Ženske";1517
"2016";"Podravska";"45-54 let";"Moški";1739
"2016";"Podravska";"45-54 let";"Ženske";1564
"2016";"Podravska";"55-64 let";"Moški";1794
"2016";"Podravska";"55-64 let";"Ženske";1747
"2016";"Podravska";"65 let ali veè";"Moški";3670
"2016";"Podravska";"65 let ali veè";"Ženske";3312
"2016";"Koroška";"15-24 let";"Moški";z
"2016";"Koroška";"15-24 let";"Ženske";z
"2016";"Koroška";"25-34 let";"Moški";1432
"2016";"Koroška";"25-34 let";"Ženske";1256
"2016";"Koroška";"35-44 let";"Moški";1659
"2016";"Koroška";"35-44 let";"Ženske";1480
"2016";"Koroška";"45-54 let";"Moški";1754
"2016";"Koroška";"45-54 let";"Ženske";1574
"2016";"Koroška";"55-64 let";"Moški";1897
"2016";"Koroška";"55-64 let";"Ženske";1811
"2016";"Koroška";"65 let ali veè";"Moški";z
"2016";"Koroška";"65 let ali veè";"Ženske";z
"2016";"Savinjska";"15-24 let";"Moški";1122
"2016";"Savinjska";"15-24 let";"Ženske";993
"2016";"Savinjska";"25-34 let";"Moški";1388
"2016";"Savinjska";"25-34 let";"Ženske";1293
"2016";"Savinjska";"35-44 let";"Moški";1663
"2016";"Savinjska";"35-44 let";"Ženske";1517
"2016";"Savinjska";"45-54 let";"Moški";1724
"2016";"Savinjska";"45-54 let";"Ženske";1530
"2016";"Savinjska";"55-64 let";"Moški";1858
"2016";"Savinjska";"55-64 let";"Ženske";1725
"2016";"Savinjska";"65 let ali veè";"Moški";3177
"2016";"Savinjska";"65 let ali veè";"Ženske";3237
"2016";"Zasavska";"15-24 let";"Moški";z
"2016";"Zasavska";"15-24 let";"Ženske";z
"2016";"Zasavska";"25-34 let";"Moški";1403
"2016";"Zasavska";"25-34 let";"Ženske";1289
"2016";"Zasavska";"35-44 let";"Moški";1642
"2016";"Zasavska";"35-44 let";"Ženske";1550
"2016";"Zasavska";"45-54 let";"Moški";1680
"2016";"Zasavska";"45-54 let";"Ženske";1535
"2016";"Zasavska";"55-64 let";"Moški";1771
"2016";"Zasavska";"55-64 let";"Ženske";1709
"2016";"Zasavska";"65 let ali veè";"Moški";z
"2016";"Zasavska";"65 let ali veè";"Ženske";z
"2016";"Posavska";"15-24 let";"Moški";z
"2016";"Posavska";"15-24 let";"Ženske";z
"2016";"Posavska";"25-34 let";"Moški";1497
"2016";"Posavska";"25-34 let";"Ženske";1321
"2016";"Posavska";"35-44 let";"Moški";1650
"2016";"Posavska";"35-44 let";"Ženske";1519
"2016";"Posavska";"45-54 let";"Moški";1705
"2016";"Posavska";"45-54 let";"Ženske";1546
"2016";"Posavska";"55-64 let";"Moški";1875
"2016";"Posavska";"55-64 let";"Ženske";1753
"2016";"Posavska";"65 let ali veè";"Moški";z
"2016";"Posavska";"65 let ali veè";"Ženske";z
"2016";"Jugovzhodna Slovenija";"15-24 let";"Moški";z
"2016";"Jugovzhodna Slovenija";"15-24 let";"Ženske";z
"2016";"Jugovzhodna Slovenija";"25-34 let";"Moški";1484
"2016";"Jugovzhodna Slovenija";"25-34 let";"Ženske";1405
"2016";"Jugovzhodna Slovenija";"35-44 let";"Moški";1739
"2016";"Jugovzhodna Slovenija";"35-44 let";"Ženske";1631
"2016";"Jugovzhodna Slovenija";"45-54 let";"Moški";1761
"2016";"Jugovzhodna Slovenija";"45-54 let";"Ženske";1668
"2016";"Jugovzhodna Slovenija";"55-64 let";"Moški";1890
"2016";"Jugovzhodna Slovenija";"55-64 let";"Ženske";1936
"2016";"Jugovzhodna Slovenija";"65 let ali veè";"Moški";z
"2016";"Jugovzhodna Slovenija";"65 let ali veè";"Ženske";z
"2016";"Osrednjeslovenska";"15-24 let";"Moški";1149
"2016";"Osrednjeslovenska";"15-24 let";"Ženske";1051
"2016";"Osrednjeslovenska";"25-34 let";"Moški";1526
"2016";"Osrednjeslovenska";"25-34 let";"Ženske";1433
"2016";"Osrednjeslovenska";"35-44 let";"Moški";1994
"2016";"Osrednjeslovenska";"35-44 let";"Ženske";1859
"2016";"Osrednjeslovenska";"45-54 let";"Moški";2053
"2016";"Osrednjeslovenska";"45-54 let";"Ženske";1923
"2016";"Osrednjeslovenska";"55-64 let";"Moški";2100
"2016";"Osrednjeslovenska";"55-64 let";"Ženske";2085
"2016";"Osrednjeslovenska";"65 let ali veè";"Moški";3637
"2016";"Osrednjeslovenska";"65 let ali veè";"Ženske";3437
"2016";"Gorenjska";"15-24 let";"Moški";1182
"2016";"Gorenjska";"15-24 let";"Ženske";1026
"2016";"Gorenjska";"25-34 let";"Moški";1468
"2016";"Gorenjska";"25-34 let";"Ženske";1323
"2016";"Gorenjska";"35-44 let";"Moški";1855
"2016";"Gorenjska";"35-44 let";"Ženske";1630
"2016";"Gorenjska";"45-54 let";"Moški";1920
"2016";"Gorenjska";"45-54 let";"Ženske";1652
"2016";"Gorenjska";"55-64 let";"Moški";1944
"2016";"Gorenjska";"55-64 let";"Ženske";1832
"2016";"Gorenjska";"65 let ali veè";"Moški";3683
"2016";"Gorenjska";"65 let ali veè";"Ženske";3287
"2016";"Primorsko-notranjska";"15-24 let";"Moški";z
"2016";"Primorsko-notranjska";"15-24 let";"Ženske";z
"2016";"Primorsko-notranjska";"25-34 let";"Moški";1395
"2016";"Primorsko-notranjska";"25-34 let";"Ženske";1288
"2016";"Primorsko-notranjska";"35-44 let";"Moški";1664
"2016";"Primorsko-notranjska";"35-44 let";"Ženske";1530
"2016";"Primorsko-notranjska";"45-54 let";"Moški";1699
"2016";"Primorsko-notranjska";"45-54 let";"Ženske";1543
"2016";"Primorsko-notranjska";"55-64 let";"Moški";1781
"2016";"Primorsko-notranjska";"55-64 let";"Ženske";1739
"2016";"Primorsko-notranjska";"65 let ali veè";"Moški";z
"2016";"Primorsko-notranjska";"65 let ali veè";"Ženske";z
"2016";"Goriška";"15-24 let";"Moški";z
"2016";"Goriška";"15-24 let";"Ženske";z
"2016";"Goriška";"25-34 let";"Moški";1393
"2016";"Goriška";"25-34 let";"Ženske";1278
"2016";"Goriška";"35-44 let";"Moški";1687
"2016";"Goriška";"35-44 let";"Ženske";1540
"2016";"Goriška";"45-54 let";"Moški";1781
"2016";"Goriška";"45-54 let";"Ženske";1572
"2016";"Goriška";"55-64 let";"Moški";1917
"2016";"Goriška";"55-64 let";"Ženske";1829
"2016";"Goriška";"65 let ali veè";"Moški";z
"2016";"Goriška";"65 let ali veè";"Ženske";z
"2016";"Obalno-kraška";"15-24 let";"Moški";1082
"2016";"Obalno-kraška";"15-24 let";"Ženske";991
"2016";"Obalno-kraška";"25-34 let";"Moški";1415
"2016";"Obalno-kraška";"25-34 let";"Ženske";1295
"2016";"Obalno-kraška";"35-44 let";"Moški";1814
"2016";"Obalno-kraška";"35-44 let";"Ženske";1620
"2016";"Obalno-kraška";"45-54 let";"Moški";1934
"2016";"Obalno-kraška";"45-54 let";"Ženske";1712
"2016";"Obalno-kraška";"55-64 let";"Moški";2002
"2016";"Obalno-kraška";"55-64 let";"Ženske";1841
"2016";"Obalno-kraška";"65 let ali veè";"Moški";3141
"2016";"Obalno-kraška";"65 let ali veè";"Ženske";2904
"2017";"Pomurska";"15-24 let";"Moški";z
"2017";"Pomurska";"15-24 let";"Ženske";z
"2017";"Pomurska";"25-34 let";"Moški";1359
"2017";"Pomurska";"25-34 let";"Ženske";1245
"2017";"Pomurska";"35-44 let";"Moški";1620
"2017";"Pomurska";"35-44 let";"Ženske";1441
"2017";"Pomurska";"45-54 let";"Moški";1632
"2017";"Pomurska";"45-54 let";"Ženske";1464
"2017";"Pomurska";"55-64 let";"Moški";1746
"2017";"Pomurska";"55-64 let";"Ženske";1714
"2017";"Pomurska";"65 let ali veè";"Moški";z
"2017";"Pomurska";"65 let ali veè";"Ženske";z
"2017";"Podravska";"15-24 let";"Moški";1143
"2017";"Podravska";"15-24 let";"Ženske";1027
"2017";"Podravska";"25-34 let";"Moški";1419
"2017";"Podravska";"25-34 let";"Ženske";1295
"2017";"Podravska";"35-44 let";"Moški";1718
"2017";"Podravska";"35-44 let";"Ženske";1556
"2017";"Podravska";"45-54 let";"Moški";1795
"2017";"Podravska";"45-54 let";"Ženske";1611
"2017";"Podravska";"55-64 let";"Moški";1846
"2017";"Podravska";"55-64 let";"Ženske";1774
"2017";"Podravska";"65 let ali veè";"Moški";3496
"2017";"Podravska";"65 let ali veè";"Ženske";3074
"2017";"Koroška";"15-24 let";"Moški";1273
"2017";"Koroška";"15-24 let";"Ženske";1028
"2017";"Koroška";"25-34 let";"Moški";1496
"2017";"Koroška";"25-34 let";"Ženske";1267
"2017";"Koroška";"35-44 let";"Moški";1732
"2017";"Koroška";"35-44 let";"Ženske";1512
"2017";"Koroška";"45-54 let";"Moški";1798
"2017";"Koroška";"45-54 let";"Ženske";1621
"2017";"Koroška";"55-64 let";"Moški";1925
"2017";"Koroška";"55-64 let";"Ženske";1830
"2017";"Koroška";"65 let ali veè";"Moški";3692
"2017";"Koroška";"65 let ali veè";"Ženske";3438
"2017";"Savinjska";"15-24 let";"Moški";1168
"2017";"Savinjska";"15-24 let";"Ženske";1016
"2017";"Savinjska";"25-34 let";"Moški";1435
"2017";"Savinjska";"25-34 let";"Ženske";1306
"2017";"Savinjska";"35-44 let";"Moški";1708
"2017";"Savinjska";"35-44 let";"Ženske";1547
"2017";"Savinjska";"45-54 let";"Moški";1782
"2017";"Savinjska";"45-54 let";"Ženske";1573
"2017";"Savinjska";"55-64 let";"Moški";1893
"2017";"Savinjska";"55-64 let";"Ženske";1736
"2017";"Savinjska";"65 let ali veè";"Moški";2816
"2017";"Savinjska";"65 let ali veè";"Ženske";2942
"2017";"Zasavska";"15-24 let";"Moški";z
"2017";"Zasavska";"15-24 let";"Ženske";z
"2017";"Zasavska";"25-34 let";"Moški";1452
"2017";"Zasavska";"25-34 let";"Ženske";1302
"2017";"Zasavska";"35-44 let";"Moški";1696
"2017";"Zasavska";"35-44 let";"Ženske";1567
"2017";"Zasavska";"45-54 let";"Moški";1739
"2017";"Zasavska";"45-54 let";"Ženske";1572
"2017";"Zasavska";"55-64 let";"Moški";1780
"2017";"Zasavska";"55-64 let";"Ženske";1715
"2017";"Zasavska";"65 let ali veè";"Moški";z
"2017";"Zasavska";"65 let ali veè";"Ženske";z
"2017";"Posavska";"15-24 let";"Moški";z
"2017";"Posavska";"15-24 let";"Ženske";z
"2017";"Posavska";"25-34 let";"Moški";1524
"2017";"Posavska";"25-34 let";"Ženske";1352
"2017";"Posavska";"35-44 let";"Moški";1705
"2017";"Posavska";"35-44 let";"Ženske";1527
"2017";"Posavska";"45-54 let";"Moški";1748
"2017";"Posavska";"45-54 let";"Ženske";1591
"2017";"Posavska";"55-64 let";"Moški";1901
"2017";"Posavska";"55-64 let";"Ženske";1760
"2017";"Posavska";"65 let ali veè";"Moški";z
"2017";"Posavska";"65 let ali veè";"Ženske";z
"2017";"Jugovzhodna Slovenija";"15-24 let";"Moški";1206
"2017";"Jugovzhodna Slovenija";"15-24 let";"Ženske";1110
"2017";"Jugovzhodna Slovenija";"25-34 let";"Moški";1508
"2017";"Jugovzhodna Slovenija";"25-34 let";"Ženske";1413
"2017";"Jugovzhodna Slovenija";"35-44 let";"Moški";1777
"2017";"Jugovzhodna Slovenija";"35-44 let";"Ženske";1654
"2017";"Jugovzhodna Slovenija";"45-54 let";"Moški";1804
"2017";"Jugovzhodna Slovenija";"45-54 let";"Ženske";1694
"2017";"Jugovzhodna Slovenija";"55-64 let";"Moški";1897
"2017";"Jugovzhodna Slovenija";"55-64 let";"Ženske";1904
"2017";"Jugovzhodna Slovenija";"65 let ali veè";"Moški";3176
"2017";"Jugovzhodna Slovenija";"65 let ali veè";"Ženske";3782
"2017";"Osrednjeslovenska";"15-24 let";"Moški";1165
"2017";"Osrednjeslovenska";"15-24 let";"Ženske";1078
"2017";"Osrednjeslovenska";"25-34 let";"Moški";1554
"2017";"Osrednjeslovenska";"25-34 let";"Ženske";1468
"2017";"Osrednjeslovenska";"35-44 let";"Moški";1995
"2017";"Osrednjeslovenska";"35-44 let";"Ženske";1890
"2017";"Osrednjeslovenska";"45-54 let";"Moški";2091
"2017";"Osrednjeslovenska";"45-54 let";"Ženske";1969
"2017";"Osrednjeslovenska";"55-64 let";"Moški";2125
"2017";"Osrednjeslovenska";"55-64 let";"Ženske";2090
"2017";"Osrednjeslovenska";"65 let ali veè";"Moški";3386
"2017";"Osrednjeslovenska";"65 let ali veè";"Ženske";3407
"2017";"Gorenjska";"15-24 let";"Moški";1211
"2017";"Gorenjska";"15-24 let";"Ženske";1080
"2017";"Gorenjska";"25-34 let";"Moški";1513
"2017";"Gorenjska";"25-34 let";"Ženske";1360
"2017";"Gorenjska";"35-44 let";"Moški";1872
"2017";"Gorenjska";"35-44 let";"Ženske";1657
"2017";"Gorenjska";"45-54 let";"Moški";1966
"2017";"Gorenjska";"45-54 let";"Ženske";1704
"2017";"Gorenjska";"55-64 let";"Moški";1963
"2017";"Gorenjska";"55-64 let";"Ženske";1829
"2017";"Gorenjska";"65 let ali veè";"Moški";3629
"2017";"Gorenjska";"65 let ali veè";"Ženske";3363
"2017";"Primorsko-notranjska";"15-24 let";"Moški";z
"2017";"Primorsko-notranjska";"15-24 let";"Ženske";z
"2017";"Primorsko-notranjska";"25-34 let";"Moški";1435
"2017";"Primorsko-notranjska";"25-34 let";"Ženske";1328
"2017";"Primorsko-notranjska";"35-44 let";"Moški";1702
"2017";"Primorsko-notranjska";"35-44 let";"Ženske";1571
"2017";"Primorsko-notranjska";"45-54 let";"Moški";1751
"2017";"Primorsko-notranjska";"45-54 let";"Ženske";1568
"2017";"Primorsko-notranjska";"55-64 let";"Moški";1792
"2017";"Primorsko-notranjska";"55-64 let";"Ženske";1783
"2017";"Primorsko-notranjska";"65 let ali veè";"Moški";z
"2017";"Primorsko-notranjska";"65 let ali veè";"Ženske";z
"2017";"Goriška";"15-24 let";"Moški";1142
"2017";"Goriška";"15-24 let";"Ženske";1056
"2017";"Goriška";"25-34 let";"Moški";1424
"2017";"Goriška";"25-34 let";"Ženske";1309
"2017";"Goriška";"35-44 let";"Moški";1714
"2017";"Goriška";"35-44 let";"Ženske";1553
"2017";"Goriška";"45-54 let";"Moški";1810
"2017";"Goriška";"45-54 let";"Ženske";1612
"2017";"Goriška";"55-64 let";"Moški";1926
"2017";"Goriška";"55-64 let";"Ženske";1803
"2017";"Goriška";"65 let ali veè";"Moški";3130
"2017";"Goriška";"65 let ali veè";"Ženske";2290
"2017";"Obalno-kraška";"15-24 let";"Moški";1167
"2017";"Obalno-kraška";"15-24 let";"Ženske";1043
"2017";"Obalno-kraška";"25-34 let";"Moški";1465
"2017";"Obalno-kraška";"25-34 let";"Ženske";1323
"2017";"Obalno-kraška";"35-44 let";"Moški";1825
"2017";"Obalno-kraška";"35-44 let";"Ženske";1638
"2017";"Obalno-kraška";"45-54 let";"Moški";1959
"2017";"Obalno-kraška";"45-54 let";"Ženske";1733
"2017";"Obalno-kraška";"55-64 let";"Moški";1999
"2017";"Obalno-kraška";"55-64 let";"Ženske";1854
"2017";"Obalno-kraška";"65 let ali veè";"Moški";3075
"2017";"Obalno-kraška";"65 let ali veè";"Ženske";2916
"2018";"Pomurska";"15-24 let";"Moški";z
"2018";"Pomurska";"15-24 let";"Ženske";z
"2018";"Pomurska";"25-34 let";"Moški";1427
"2018";"Pomurska";"25-34 let";"Ženske";1285
"2018";"Pomurska";"35-44 let";"Moški";1698
"2018";"Pomurska";"35-44 let";"Ženske";1486
"2018";"Pomurska";"45-54 let";"Moški";1695
"2018";"Pomurska";"45-54 let";"Ženske";1498
"2018";"Pomurska";"55-64 let";"Moški";1775
"2018";"Pomurska";"55-64 let";"Ženske";1734
"2018";"Pomurska";"65 let ali veè";"Moški";z
"2018";"Pomurska";"65 let ali veè";"Ženske";z
"2018";"Podravska";"15-24 let";"Moški";1216
"2018";"Podravska";"15-24 let";"Ženske";1058
"2018";"Podravska";"25-34 let";"Moški";1508
"2018";"Podravska";"25-34 let";"Ženske";1346
"2018";"Podravska";"35-44 let";"Moški";1787
"2018";"Podravska";"35-44 let";"Ženske";1588
"2018";"Podravska";"45-54 let";"Moški";1870
"2018";"Podravska";"45-54 let";"Ženske";1653
"2018";"Podravska";"55-64 let";"Moški";1890
"2018";"Podravska";"55-64 let";"Ženske";1788
"2018";"Podravska";"65 let ali veè";"Moški";3198
"2018";"Podravska";"65 let ali veè";"Ženske";3088
"2018";"Koroška";"15-24 let";"Moški";1293
"2018";"Koroška";"15-24 let";"Ženske";1042
"2018";"Koroška";"25-34 let";"Moški";1565
"2018";"Koroška";"25-34 let";"Ženske";1322
"2018";"Koroška";"35-44 let";"Moški";1809
"2018";"Koroška";"35-44 let";"Ženske";1547
"2018";"Koroška";"45-54 let";"Moški";1870
"2018";"Koroška";"45-54 let";"Ženske";1654
"2018";"Koroška";"55-64 let";"Moški";1956
"2018";"Koroška";"55-64 let";"Ženske";1840
"2018";"Koroška";"65 let ali veè";"Moški";3813
"2018";"Koroška";"65 let ali veè";"Ženske";3540
